aeronave_tipo_veiculo;aeronave_pais_fabricante;aeronave_fabricante;aeronave_modelo;aeronave_ano_fabricacao;aeronave_assentos;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;ocorrencia;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_icao;aeronave_pmd;aeronave_pmd_categoria;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_tipo_operacao
AVIÃO;BRASIL;BOEING COMPANY;737-8EH;2007;197;JATO;BIMOTOR;OPERAÇÃO DE SOLO;NENHUM;0;43981;PRGTU;REGULAR;B738;70533;70533;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BOEING COMPANY;737-7BX;2000;154;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;43983;PRVBX;REGULAR;B737;70080;70080;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76A;1981;14;TURBOEIXO;BIMOTOR;CIRCUITO DE TRÁFEGO;NENHUM;0;43984;PPMBL;***;S76;4763;4763;BRASIL;HELICÓPTERO;TÁXI AÉREO;JACAREPAGUÁ;CELTIC SEA;TÁXI AÉREO
HELICÓPTERO;BRASIL;AGUSTA;A109E;2006;8;TURBOEIXO;BIMOTOR;PAIRADO;LEVE;0;43986;PRSSK;***;A109;3000;3000;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-28R-200;1973;4;PISTÃO;MONOMOTOR;CRUZEIRO;***;0;43988;PTITI;***;P28R;1202;1202;BRASIL;AVIÃO;PARTICULAR;NANUQUE;MAJOR BRIGADEIRO TROMPOWSKY;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-820C NAVAJO;1976;10;PISTÃO;BIMOTOR;DECOLAGEM;SUBSTANCIAL;0;43989;PTELY;***;PA31;3175;3175;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;EMBRAER;EMB-202A;2009;1;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;43992;PTUXX;***;IPAN;1800;1800;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;210L;0;0;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;43994;PRABM;***;***;1724;1724;BRASIL;AVIÃO;PARTICULAR;AERÓDROMO NACIONAL DE AVIAÇÃO;GENERAL LEITE DE CASTRO;PRIVADA
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76C;2004;14;TURBOEIXO;BIMOTOR;SUBIDA;LEVE;0;43998;PRLCJ;***;S76;5307;5307;BRASIL;HELICÓPTERO;TÁXI AÉREO;EURICO DE AGUIAR SALLES;ACERGY CONDOR;TÁXI AÉREO
AVIÃO;BRASIL;EMBRAER;EMB-810D;1985;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;44001;PTVAE;***;PA34;2155;2155;BRASIL;AVIÃO;TÁXI AÉREO;MARECHAL RONDON;ESTÂNCIA SANTA RITA;TÁXI AÉREO
HELICÓPTERO;BRASIL;EUROCOPTER FRANCE;AS 350 B2;2009;6;TURBOEIXO;MONOMOTOR;APROXIMAÇÃO FINAL;SUBSTANCIAL;0;44003;PRELO;***;AS50;2250;2250;BRASIL;HELICÓPTERO;PARTICULAR;CATALÃO;FAZENDA SANTA MÔNICA;PRIVADA
AVIÃO;BRASIL;HAWKER BEECHCRAFT;390;2008;8;JATO;BIMOTOR;CIRCUITO DE TRÁFEGO;NENHUM;0;44004;PRPRC;TÁXI AÉREO;PRM1;5670;5670;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;170A;1950;1;PISTÃO;MONOMOTOR;OUTRA FASE;NENHUM;0;44005;PTAFX;ESPECIALIZADA;C170;998;998;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;ESPECIALIZADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1979;2;PISTÃO;MONOMOTOR;MANOBRA;NENHUM;0;44007;PRKNA;INSTRUÇÃO;C152;757;757;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;CESSNA AIRCRAFT;650;1991;11;JATO;BIMOTOR;TÁXI;NENHUM;0;44008;PTOMU;TÁXI AÉREO;C650;9979;9979;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;LEARJET;31A;1999;10;JATO;BIMOTOR;APROXIMAÇÃO FINAL;NENHUM;0;44009;PPCTA;TÁXI AÉREO;LJ31;7031;7031;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;EMBRAER;ERJ 170-200 LR;2006;92;JATO;BIMOTOR;SUBIDA;NENHUM;0;44011;PPPJI;REGULAR;E170;38790;38790;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BOEING COMPANY;737-76N;2004;153;JATO;BIMOTOR;SUBIDA;LEVE;0;44012;PRGIH;REGULAR;B737;70080;70080;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;0;0;PISTÃO;BIMOTOR;CRUZEIRO;***;0;44014;PRFCR;PARTICULAR;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1984;6;PISTÃO;BIMOTOR;POUSO;NENHUM;0;44017;PRWGO;PARTICULAR;BE58;2494;2494;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;150J;1969;2;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;NENHUM;0;44022;PTBKU;INSTRUÇÃO;C150;726;726;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;AERO BOERO;AB-115;1991;2;PISTÃO;MONOMOTOR;POUSO;LEVE;0;44040;PPGEE;INSTRUÇÃO;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;LEARJET;35A;1982;10;JATO;BIMOTOR;TÁXI;LEVE;0;44043;PTLHT;TÁXI AÉREO;LJ35;8300;8300;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;TWIN COMMANDER;690B;1978;10;TURBOÉLICE;BIMOTOR;CRUZEIRO;NENHUM;0;44045;PRMPD;TÁXI AÉREO;AC90;4683;4683;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2010;125;JATO;BIMOTOR;TÁXI;LEVE;0;44052;PRAYK;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2008;125;JATO;BIMOTOR;DECOLAGEM;LEVE;0;44055;PRAYC;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;BELL HELICOPTER;407;1996;7;TURBOEIXO;MONOMOTOR;CRUZEIRO;LEVE;0;44060;PTYUQ;PARTICULAR;B407;2268;2268;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1979;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;44062;PTOYS;***;BE58;2449;2449;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;F33A;1990;4;PISTÃO;MONOMOTOR;POUSO;NENHUM;0;44064;PTLLM;PARTICULAR;BE33;1542;1542;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;1990;7;PISTÃO;MONOMOTOR;SUBIDA;SUBSTANCIAL;0;44078;PTVMG;***;PA32;1633;1633;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;A36;1972;6;PISTÃO;MONOMOTOR;CIRCUITO DE TRÁFEGO;SUBSTANCIAL;0;44079;PTLFL;***;BE36;1633;1633;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-202A;2008;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;SUBSTANCIAL;0;44081;PTUVE;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;1995;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;DESTRUÍDA;1;44082;PTUJU;***;IPAN;1800;1800;BRASIL;AVIÃO;AGRÍCOLA;SÃO JOSÉ;MAESTRO WILSON FONSECA;AGRÍCOLA
AVIÃO;BRASIL;BOEING COMPANY;737-3Y0;1988;156;JATO;BIMOTOR;POUSO;NENHUM;0;44085;PRWJD;REGULAR;B733;62282;62282;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BOEING COMPANY;737-341;1991;156;JATO;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;44086;PRWJB;REGULAR;B733;61235;61235;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BEECH AIRCRAFT;E55;1981;6;PISTÃO;BIMOTOR;POUSO;NENHUM;0;44087;PTOKK;PARTICULAR;BE55;2260;2260;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44 II;2006;4;PISTÃO;MONOMOTOR;TÁXI;SUBSTANCIAL;0;44118;PPAMM;***;R44;1134;1134;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BOEING COMPANY;737-3U3;1998;156;JATO;BIMOTOR;SUBIDA;NENHUM;0;44122;PRWJQ;REGULAR;B733;63276;63276;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-28RT-201T;1980;4;PISTÃO;MONOMOTOR;POUSO;LEVE;0;44125;PTWGC;PARTICULAR;P28T;1315;1315;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-145EP;1997;54;JATO;BIMOTOR;DECOLAGEM;LEVE;0;44128;PRPSG;REGULAR;E145;20990;20990;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;EMB-820C NAVAJO;1976;10;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;44131;PTWZA;PARTICULAR;PA31;3175;3175;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44;2000;4;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;44140;PPMIE;***;R44;1089;1089;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-720C;1978;7;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;44141;PTEOV;***;PA32;1542;1542;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-810D;1984;6;PISTÃO;BIMOTOR;TÁXI;LEVE;0;44143;PPEIK;ADMINISTRAÇÃO DIRETA;PA34;2155;2155;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;NÃO REGULAR
AVIÃO;BRASIL;BOEING COMPANY;737-7BX;2000;154;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;44144;PRVBX;REGULAR;B737;70080;70080;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-42-500;2000;50;TURBOÉLICE;BIMOTOR;SUBIDA;NENHUM;0;44146;PRTKC;REGULAR;AT45;18600;18600;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A319-132;1999;154;JATO;BIMOTOR;INDETERMINADA;LEVE;0;44148;PTMZE;REGULAR;A319;64000;64000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A321-231;2011;232;JATO;BIMOTOR;INDETERMINADA;LEVE;0;44149;PTMXH;REGULAR;A321;89000;89000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-214;2002;184;JATO;BIMOTOR;APROXIMAÇÃO FINAL;LEVE;0;44153;PRMHT;REGULAR;A320;77000;77000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A319-132;2009;154;JATO;BIMOTOR;DECOLAGEM;LEVE;0;44155;PTTMA;REGULAR;A319;75500;75500;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-214;2009;184;JATO;BIMOTOR;DECOLAGEM;LEVE;0;44156;PRMYE;REGULAR;A320;70000;70000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-214;2007;184;JATO;BIMOTOR;DECOLAGEM;LEVE;0;44159;PRMHS;REGULAR;A320;77000;77000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-232;2002;184;JATO;BIMOTOR;DECOLAGEM;LEVE;0;44173;PRMBY;REGULAR;A320;77000;77000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;210L;1973;6;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;44188;PTIRJ;***;C210;1723;1723;BRASIL;AVIÃO;PARTICULAR;AERÓDROMO NACIONAL DE AVIAÇÃO;AERÓDROMO NACIONAL DE AVIAÇÃO;PRIVADA
ULTRALEVE;BRASIL;***;VENTURA TOO;2007;2;PISTÃO;MONOMOTOR;OUTRA FASE;***;0;44198;PUVVV;EXPERIMENTAL;ULAC;570;570;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;EMBRAER;EMB-820C NAVAJO;1978;8;PISTÃO;BIMOTOR;TÁXI;SUBSTANCIAL;0;44231;PTESF;***;PA31;3175;3175;BRASIL;AVIÃO;TÁXI AÉREO;ARCOVERDE;OSCAR LARANJEIRAS;TÁXI AÉREO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-WNE;0;0;***;SEM TRAÇÃO;POUSO;LEVE;0;44233;PRCRZ;***;***;1315;1315;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;FOKKER;F28MK0100;1993;107;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;44235;PROAR;REGULAR;F100;44450;44450;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-28R-200;1974;4;PISTÃO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;44238;PTJZC;***;P28R;1202;1202;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76A;1981;14;TURBOEIXO;BIMOTOR;POUSO;LEVE;0;44242;PPMED;TÁXI AÉREO;S76;4763;4763;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;S550;1988;10;JATO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;44244;PTOSM;***;C550;6849;6849;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
HELICÓPTERO;BRASIL;BELL HELICOPTER;206B;1998;5;TURBOEIXO;MONOMOTOR;CRUZEIRO;DESTRUÍDA;2;44248;PTYMJ;***;B06;1451;1451;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;1991;2;PISTÃO;MONOMOTOR;DECOLAGEM;NENHUM;0;44315;PPGBK;INSTRUÇÃO;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
HELICÓPTERO;BRASIL;HELIBRAS;AS 355 F2;1988;6;TURBOEIXO;BIMOTOR;DESCIDA;DESTRUÍDA;3;44316;PTHNA;***;AS55;2540;2540;BRASIL;HELICÓPTERO;TÁXI AÉREO;SURUCUCU;ATLAS BRASIL CANTANHEDE;TÁXI AÉREO
AVIÃO;BRASIL;BOEING COMPANY;737-76N;1998;153;JATO;BIMOTOR;SUBIDA;NENHUM;0;44318;PRGOV;REGULAR;B737;62595;62595;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;PORTUGAL;AIRBUS INDUSTRIE;A330-223;0;0;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;44319;CSTOG;REGULAR;A332;230000;230000;PORTUGAL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-42-300;1987;49;TURBOÉLICE;BIMOTOR;ESTACIONAMENTO;LEVE;0;44321;PTMFV;REGULAR;AT43;16700;16700;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;EMB-820C CARAJA;1988;7;TURBOÉLICE;BIMOTOR;DECOLAGEM;LEVE;0;44325;PTVKA;TÁXI AÉREO;PAT4;3629;3629;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CIRRUS DESIGN;SR20;2008;4;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;44327;PRKAR;PARTICULAR;SR20;1383;1383;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1984;6;PISTÃO;BIMOTOR;DESCIDA;LEVE;0;44329;PTRUS;TÁXI AÉREO;PA34;2155;2155;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AERO BOERO;AB-115;1991;2;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;44336;PPGCT;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;BLUMENAU;BLUMENAU;INSTRUÇÃO
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76C;2009;14;TURBOEIXO;BIMOTOR;POUSO;NENHUM;0;44338;PRMEZ;TÁXI AÉREO;S76;5307;5307;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AIR TRACTOR;AT-502B;2002;1;TURBOÉLICE;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;44339;PRFMM;***;AT5T;3629;3629;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
ULTRALEVE;BRASIL;***;PELICAN 500BR;2000;2;PISTÃO;MONOMOTOR;DECOLAGEM;DESTRUÍDA;0;44340;PUZEZ;EXPERIMENTAL;ULAC;480;480;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;1998;4;TURBOÉLICE;MONOMOTOR;TÁXI;LEVE;0;44344;PRMSH;TÁXI AÉREO;C208;3969;3969;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;2010;11;TURBOÉLICE;MONOMOTOR;TÁXI;NENHUM;0;44346;PRDNA;TÁXI AÉREO;C208;3969;3969;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-42-320;1989;50;TURBOÉLICE;BIMOTOR;SUBIDA;NENHUM;0;44347;PPPTG;REGULAR;AT43;16900;16900;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;MITSUBISHI;MU-2B-36A;1978;11;TURBOÉLICE;BIMOTOR;CIRCUITO DE TRÁFEGO;NENHUM;0;44348;PTWST;TÁXI AÉREO;MU2;5250;5250;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;LEARJET;45;1999;11;JATO;BIMOTOR;POUSO;LEVE;0;44355;PRSZA;PARTICULAR;LJ45;9752;9752;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-31T1;1979;7;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;44358;PRBVT;TÁXI AÉREO;PAY1;3946;3946;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;525A;2008;10;JATO;BIMOTOR;TÁXI;LEVE;0;44361;PRARS;PARTICULAR;C25A;5670;5670;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BOEING COMPANY;737-341;1992;156;JATO;BIMOTOR;INDETERMINADA;LEVE;0;44374;PRWJI;REGULAR;B733;61234;61234;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-18-150;1994;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;44377;PTWCF;***;PA18;794;794;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;TWIN COMMANDER;690B;1978;10;TURBOÉLICE;BIMOTOR;PARTIDA DO MOTOR;LEVE;0;44378;PRMPD;TÁXI AÉREO;AC90;4683;4683;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;172S;2005;4;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;NENHUM;0;44390;PRESJ;INSTRUÇÃO;C172;1157;1157;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44 II;2007;4;PISTÃO;MONOMOTOR;DECOLAGEM;NENHUM;0;44395;PRDRD;PARTICULAR;R44;1134;1134;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-712;1986;4;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;44399;PTVCU;***;P28A;1157;1157;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;JOÃO MONTEIRO;INSTRUÇÃO
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2010;125;JATO;BIMOTOR;POUSO;NENHUM;0;44400;PRAYI;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;EMB-820C NAVAJO;1980;8;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;44402;PTLHO;***;PA31;3175;3175;BRASIL;AVIÃO;PARTICULAR;CAMPO DE MARTE;BAURU;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;1985;7;PISTÃO;MONOMOTOR;POUSO;LEVE;0;44403;PTRZV;***;PA32;1633;1633;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1974;6;PISTÃO;BIMOTOR;DECOLAGEM;SUBSTANCIAL;0;44404;PTLRS;***;BE58;2449;2449;BRASIL;AVIÃO;TÁXI AÉREO;POUSADA THAIMAÇU;PILOTO OSVALDO MARQUES DIAS;TÁXI AÉREO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R22 BETA;1995;2;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;44405;PTYEP;***;R22;621;621;BRASIL;HELICÓPTERO;INSTRUÇÃO;CAMPO DE MARTE;CAMPO DE MARTE;INSTRUÇÃO
