aeronave_tipo_veiculo;aeronave_pais_fabricante;aeronave_fabricante;aeronave_modelo;aeronave_ano_fabricacao;aeronave_assentos;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_fase_operacao;aeronave_nivel_dano;aeronave_fatalidades_total;ocorrencia;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_icao;aeronave_pmd;aeronave_pmd_categoria;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_tipo_operacao
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;1985;1;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;LEVE;0;49612;PTUAW;***;IPAN;1800;1800;BRASIL;AVIÃO;ESPECIALIZADA;CARAZINHO;CARAZINHO;AGRÍCOLA
ULTRALEVE;BRASIL;DANILO JOSE BATTISTELLA;KR-2S;2009;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;49614;PUDJB;EXPERIMENTAL;ULAC;550;550;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;CESSNA AIRCRAFT;180C;1960;4;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;49615;PTIGA;***;C180;1202;1202;BRASIL;AVIÃO;PARTICULAR;ARAGARÇAS;ARAGARÇAS;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-810D;1994;7;PISTÃO;BIMOTOR;APROXIMAÇÃO FINAL;DESTRUÍDA;5;49616;PTVRF;***;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;OURO FINO;NELSON RODRIGUES GUIMARÃES;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-810C;1980;7;PISTÃO;BIMOTOR;POUSO;SUBSTANCIAL;0;49617;PTWBZ;***;PA34;2073;2073;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;AERÓDROMO MUNICIPAL DE LINHARES;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;525;1999;8;JATO;BIMOTOR;DECOLAGEM;LEVE;0;49618;PTFJA;***;C525;4717;4717;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AERO BOERO;AB-180;1992;2;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;49619;PPGFN;***;AB18;844;844;BRASIL;AVIÃO;INSTRUÇÃO;CARAZINHO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;AERO BOERO;AB-115;1992;3;PISTÃO;MONOMOTOR;DECOLAGEM;LEVE;0;49620;PPGEV;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;BOEING COMPANY;737-85F;2001;194;JATO;BIMOTOR;POUSO;NENHUM;0;49621;PRGIP;REGULAR;B738;79015;79015;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2011;125;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;49623;PRAYT;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2009;73;TURBOÉLICE;BIMOTOR;SUBIDA;NENHUM;0;49624;PPPTQ;REGULAR;AT72;22500;22500;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PILATUS;PC-12/47E;2010;8;TURBOÉLICE;MONOMOTOR;POUSO;LEVE;0;49632;PPASE;PARTICULAR;PC12;4740;4740;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;1992;2;PISTÃO;MONOMOTOR;TÁXI;LEVE;0;49634;PPGMQ;INSTRUÇÃO;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;EMBRAER;EMB-110P1;1990;20;TURBOÉLICE;BIMOTOR;TÁXI;NENHUM;0;49635;PTSOF;TÁXI AÉREO;E110;5670;5670;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1983;6;PISTÃO;BIMOTOR;POUSO;NENHUM;0;49636;PROBA;PARTICULAR;BE58;2449;2449;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
HELICÓPTERO;BRASIL;EUROCOPTER FRANCE;AS 350 B2;2002;6;TURBOEIXO;MONOMOTOR;POUSO;LEVE;0;49637;PRHFA;ADMINISTRAÇÃO DIRETA;AS50;2250;2250;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;POLICIAL
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-42-320;1988;50;TURBOÉLICE;BIMOTOR;DECOLAGEM;NENHUM;0;49638;PRMPO;REGULAR;AT43;16900;16900;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;2000;6;PISTÃO;BIMOTOR;POUSO;LEVE;0;49639;PRDIX;TÁXI AÉREO;PA34;2155;2155;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-31T;1980;8;TURBOÉLICE;BIMOTOR;TÁXI;NENHUM;0;49640;PTOZN;PARTICULAR;PAY2;4082;4082;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1989;7;PISTÃO;BIMOTOR;TÁXI;LEVE;0;49641;PTVKY;PARTICULAR;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2012;75;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;NENHUM;0;49642;PRATG;REGULAR;AT72;23000;23000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;525B;2009;9;JATO;BIMOTOR;CRUZEIRO;LEVE;0;49644;PRHMV;PARTICULAR;C25B;6291;6291;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1979;2;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;1;49651;PRJBA;***;C152;757;757;BRASIL;AVIÃO;INSTRUÇÃO;MARICÁ;MARICÁ;INSTRUÇÃO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44 II;2010;4;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;49671;PRMOB;***;R44;1134;1134;BRASIL;HELICÓPTERO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;FOKKER;F28MK0100;1992;107;JATO;BIMOTOR;APROXIMAÇÃO FINAL;NENHUM;0;49672;PROAK;REGULAR;F100;44450;44450;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;PRESIDENTE JUSCELINO KUBITSCHEK;REGULAR
AVIÃO;BRASIL;AERO BOERO;AB-115;1991;2;PISTÃO;MONOMOTOR;TÁXI;SUBSTANCIAL;0;49673;PPGBC;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;SÍLVIO NAME JÚNIOR;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;TWIN COMMANDER;690B;1979;8;TURBOÉLICE;BIMOTOR;DECOLAGEM;SUBSTANCIAL;0;49691;PRORB;***;AC90;4683;4683;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-500;2009;6;JATO;BIMOTOR;POUSO;NENHUM;0;49692;PRJAJ;***;E50P;4750;4750;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-810C;1977;6;PISTÃO;BIMOTOR;POUSO;LEVE;0;49693;PTEPR;INSTRUÇÃO;PA34;2073;2073;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;CIRRUS DESIGN;SR22;2013;5;PISTÃO;MONOMOTOR;DECOLAGEM;NENHUM;0;49694;PRAME;PARTICULAR;SR22;1633;1633;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1978;2;PISTÃO;MONOMOTOR;POUSO;LEVE;0;49695;PRFLN;INSTRUÇÃO;C152;757;757;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-25-235;1965;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;NENHUM;0;49696;PRACE;AGRÍCOLA;PA25;1315;1315;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;AGRÍCOLA
AVIÃO;BRASIL;CESSNA AIRCRAFT;208B;1993;11;TURBOÉLICE;MONOMOTOR;TÁXI;LEVE;0;49697;PTMEK;REGULAR;C208;3969;3969;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76C;2010;14;TURBOEIXO;BIMOTOR;POUSO;NENHUM;0;49698;PROMD;TÁXI AÉREO;S76;5307;5307;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;1988;4;PISTÃO;MONOMOTOR;TÁXI;LEVE;0;49699;PPFXH;INSTRUÇÃO;P28T;1315;1315;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;AERO BOERO;AB-115;1991;3;PISTÃO;MONOMOTOR;MANOBRA;NENHUM;0;49700;PPGEH;INSTRUÇÃO;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;1988;4;PISTÃO;MONOMOTOR;MANOBRA;NENHUM;0;49702;PPFXH;INSTRUÇÃO;P28T;1315;1315;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;CESSNA AIRCRAFT;T182T;2004;4;PISTÃO;MONOMOTOR;TÁXI;LEVE;0;49703;PRPAJ;PARTICULAR;C182;1406;1406;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;LEARJET;35A;1981;10;JATO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;49704;PTLOE;TÁXI AÉREO;LJ35;8301;8301;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A319-132;2002;154;JATO;BIMOTOR;TÁXI;NENHUM;0;49705;PRMAL;REGULAR;A319;64000;64000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2011;125;JATO;BIMOTOR;APROXIMAÇÃO FINAL;LEVE;0;49706;PRAXA;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
ULTRALEVE;BRASIL;RUBENS ANTONIO AZEVEDO;RV-9A;2011;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;NENHUM;0;49708;PUSSA;EXPERIMENTAL;ULAC;740;740;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1984;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;49709;PRTID;PARTICULAR;BE58;2449;2449;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;BEECH AIRCRAFT;95-B55;1981;4;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;49710;PRSRD;PARTICULAR;BE55;2314;2314;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;210N;1979;6;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;49711;PRLPE;PARTICULAR;C210;1724;1724;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-200;1972;7;PISTÃO;BIMOTOR;CIRCUITO DE TRÁFEGO;LEVE;0;49712;PTIDY;INSTRUÇÃO;PA34;1905;1905;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;AERO BOERO;AB-115;1992;2;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;49751;PPGJZ;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;EMBRAER;ERJ 190-200 IGW;2011;125;JATO;BIMOTOR;APROXIMAÇÃO FINAL;NENHUM;0;49752;PRAYR;REGULAR;E190;52290;52290;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-46-350P;1999;6;PISTÃO;MONOMOTOR;DECOLAGEM;LEVE;0;49753;PRCAC;PARTICULAR;PA46;1950;1950;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A318-121;2008;129;JATO;BIMOTOR;DECOLAGEM;NENHUM;0;49754;PRONI;REGULAR;A318;63000;63000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
HELICÓPTERO;BRASIL;BELL HELICOPTER;206B;1974;5;TURBOEIXO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;49792;PTHTU;***;B06;1452;1452;BRASIL;HELICÓPTERO;PARTICULAR;IMIGRANTES;IMIGRANTES;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;1989;4;PISTÃO;MONOMOTOR;CRUZEIRO;LEVE;0;49795;PTVHR;***;P28T;1315;1315;BRASIL;AVIÃO;PARTICULAR;CORONEL ALEXANDRE RAPOSO;Aeroporto Regional do Planalto Serrano;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;T210L;1974;6;PISTÃO;MONOMOTOR;DESCIDA;SUBSTANCIAL;0;49796;PTKHB;***;C210;1724;1724;BRASIL;AVIÃO;PARTICULAR;PILOTO OSVALDO MARQUES DIAS;COMANDANTE MUNIR DJABAK;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;310Q;1973;6;PISTÃO;BIMOTOR;POUSO;SUBSTANCIAL;0;49797;PTJCZ;***;C310;2404;2404;BRASIL;AVIÃO;PARTICULAR;MARACÁS;MARACÁS;PRIVADA
AVIÃO;BRASIL;EMBRAER;EMB-810D;1990;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;49798;PTVLO;***;PA34;2155;2155;BRASIL;AVIÃO;TÁXI AÉREO;BARRA DO GARÇAS;CAMPO GRANDE;TÁXI AÉREO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;1987;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;49814;PPEPA;***;PA34;2155;2155;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;CARLOS DRUMMOND DE ANDRADE / PAMPULHA;DAS BANDEIRINHAS;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;560XL;2001;11;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;49819;PRVRD;PARTICULAR;C56X;9072;9072;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AIRBUS INDUSTRIE;A320-232;2002;184;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;49831;PRMBS;REGULAR;A320;77000;77000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;EMBRAER;EMB-810C;1979;7;PISTÃO;BIMOTOR;CRUZEIRO;NENHUM;0;49832;PTEYU;TÁXI AÉREO;PA34;2073;2073;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2008;73;TURBOÉLICE;BIMOTOR;SUBIDA;NENHUM;0;49833;PPPTO;REGULAR;AT72;22500;22500;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1977;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;LEVE;0;49834;PRFFT;PARTICULAR;C152;757;757;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-31T1;1981;6;TURBOÉLICE;BIMOTOR;CRUZEIRO;SUBSTANCIAL;0;49876;PTOVB;***;PAY1;3946;3946;BRASIL;AVIÃO;TÁXI AÉREO;BOM FUTURO;FAZENDA RIBEIRO DO CÉU;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;152;1979;2;PISTÃO;MONOMOTOR;MANOBRA;SUBSTANCIAL;0;49878;PTFCA;***;C152;758;758;BRASIL;AVIÃO;INSTRUÇÃO;BACACHERI;BACACHERI;INSTRUÇÃO
HELICÓPTERO;BRASIL;HELIBRAS;AS 350 B2;1997;6;TURBOEIXO;MONOMOTOR;CRUZEIRO;SUBSTANCIAL;0;49880;PTYSS;***;AS50;2250;2250;BRASIL;HELICÓPTERO;MÚLTIPLA;BARRA;BARRA;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;150J;1969;2;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;0;49882;PTKYB;***;C150;726;726;BRASIL;AVIÃO;INSTRUÇÃO;ESTADUAL ARTHUR SIQUEIRA;ESTADUAL ARTHUR SIQUEIRA;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-202;1994;1;PISTÃO;MONOMOTOR;ESPECIALIZADA;SUBSTANCIAL;0;49892;PTUIU;***;IPAN;1800;1800;BRASIL;AVIÃO;ESPECIALIZADA;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
ULTRALEVE;BRASIL;SONEX LTDA;SONEX;2002;2;PISTÃO;MONOMOTOR;DECOLAGEM;SUBSTANCIAL;1;49911;PUSNX;EXPERIMENTAL;ULAC;300;300;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;CESSNA AIRCRAFT;310Q;1974;6;PISTÃO;BIMOTOR;TÁXI;SUBSTANCIAL;0;49931;PTKEN;***;C310;2404;2404;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AERO BOERO;AB-115;1992;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;49932;PPGGH;***;AB11;770;770;BRASIL;AVIÃO;INSTRUÇÃO;AEROCLUBE DE PASSO FUNDO;FORA DE AERODROMO;INSTRUÇÃO
HELICÓPTERO;BRASIL;ROBINSON HELICOPTER;R44;1999;4;PISTÃO;MONOMOTOR;DECOLAGEM;LEVE;0;49933;PRHOA;***;R44;1088;1088;BRASIL;HELICÓPTERO;MÚLTIPLA;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;CESSNA AIRCRAFT;210N;1984;6;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;49934;PTLVJ;***;C210;1724;1724;BRASIL;AVIÃO;PARTICULAR;MAJOR BRIGADEIRO TROMPOWSKY;GASTÃO MADEIRA;PRIVADA
ULTRALEVE;BRASIL;***;VIMANA R-12;1998;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;SUBSTANCIAL;0;49935;PUVAL;EXPERIMENTAL;ULAC;506;506;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;EMBRAER;EMB-505;2011;9;JATO;BIMOTOR;DECOLAGEM;NENHUM;0;49951;PPITU;TÁXI AÉREO;E55P;8150;8150;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-34-220T;1994;6;PISTÃO;BIMOTOR;CRUZEIRO;NENHUM;0;49953;PTOZI;PARTICULAR;PA34;2155;2155;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;HAWKER BEECHCRAFT;G58;2010;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;NENHUM;0;49954;PPDLD;PARTICULAR;BE58;2495;2495;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-42-500;1996;52;TURBOÉLICE;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;49955;PPPTW;REGULAR;AT45;18600;18600;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BEECH AIRCRAFT;B60;1976;6;PISTÃO;BIMOTOR;CORRIDA APÓS POUSO;LEVE;0;49956;PRBES;PARTICULAR;BE60;3073;3073;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2012;75;TURBOÉLICE;BIMOTOR;APROXIMAÇÃO FINAL;LEVE;0;49957;PRAQC;REGULAR;AT72;23000;23000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;XAVANTE;A-122-B;1976;2;PISTÃO;MONOMOTOR;DECOLAGEM;NENHUM;0;49958;PPKBJ;INSTRUÇÃO;A122;840;840;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;56-B;1963;2;PISTÃO;MONOMOTOR;CORRIDA APÓS POUSO;NENHUM;0;49959;PPGYB;INSTRUÇÃO;PAUL;660;660;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
ULTRALEVE;BRASIL;AEROBRAVO LTDA;SKYRANGER;2008;2;PISTÃO;MONOMOTOR;POUSO;NENHUM;0;49961;PUESK;EXPERIMENTAL;ULAC;472;472;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;EXPERIMENTAL
AVIÃO;BRASIL;EMBRAER;EMB-820C NAVAJO;1979;8;PISTÃO;BIMOTOR;POUSO;NENHUM;0;49962;PPEHU;PARTICULAR;PA31;3175;3175;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;PIPER AIRCRAFT;PA-31-350;1981;3;PISTÃO;BIMOTOR;DECOLAGEM;NENHUM;0;49963;PRPEC;PARTICULAR;PA31;3342;3342;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;HAWKER BEECHCRAFT;400A;1991;10;JATO;BIMOTOR;CRUZEIRO;NENHUM;0;49964;PRALY;PARTICULAR;BE40;7303;7303;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;CESSNA AIRCRAFT;172C;1963;4;PISTÃO;MONOMOTOR;TÁXI;NENHUM;0;49965;PTBTE;INSTRUÇÃO;C172;1020;1020;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;INSTRUÇÃO
HELICÓPTERO;BRASIL;SIKORSKY AIRCRAFT;S-76A;1981;14;TURBOEIXO;BIMOTOR;CRUZEIRO;LEVE;0;49966;PPMBC;TÁXI AÉREO;S76;4763;4763;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI AÉREO
AVIÃO;BRASIL;BEECH AIRCRAFT;58;1979;6;PISTÃO;BIMOTOR;TÁXI;NENHUM;0;49967;PTOLL;PARTICULAR;BE58;2449;2449;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;AEROSPATIALE AND ALENIA;ATR-72-212A;2013;75;TURBOÉLICE;BIMOTOR;CRUZEIRO;NENHUM;0;49968;PRAQJ;REGULAR;AT72;23000;23000;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;REGULAR
AVIÃO;BRASIL;BEECH AIRCRAFT;23;1963;4;PISTÃO;MONOMOTOR;POUSO;SUBSTANCIAL;0;50053;PTBXE;***;BE23;1043;1043;BRASIL;AVIÃO;PARTICULAR;SÍTIO POUSO DO AVIADOR;FORA DE AERODROMO;PRIVADA
AVIÃO;BRASIL;NEIVA INDUSTRIA AERONAUTICA;EMB-711C;1977;4;PISTÃO;MONOMOTOR;DESCIDA;SUBSTANCIAL;5;50091;PTNKO;***;P28R;1202;1202;BRASIL;AVIÃO;PARTICULAR;TERUEL IPANEMA ESTÂNCIA;FAZENDA SANTA GERTRUDES;PRIVADA
